idhh	idperson	idfather	idmother	idpartner	idorighh	idorigperson	dag	dgn	dms	dcz	ddi	ddt	dwt	dsu00	dsu01	dsu02	dct	dec	deh	dey	dew	drgn1	dcu	les	lcs	lfs	lin	lindi	liwmy	lhw	liwwh	loc	lpemy	lse	lunmy	lowas	yivwg	yem	kfb	ypp	yse	bed	bun	phl	pdi	poa	psu	kivho	yiy	yprrt	ypr	ypt	bsa	bho	tpr	yot	yds	tad	bch00	bchba	bch	bma	bfapl	khooo	yemmy	kfbmy	ysemy	bunmy	pdimy	phlmy	poamy	psumy	tis	byr	byrmy	amrrm	amrtn	afc	xmp	xpp	xhc	xhcrt	xhcmomi	xhcmomc	amoyl	amolv	xhcot
5421	542102	0	0	542101	5421	542102	19	0	1	1	0	22008	384.4558	0	0	0	2	6	3	12	2006	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	10.60659	0	0	0	0	0	0	0	0	0	0	0	11.94003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324.9183	0	0	3	4	4093.723	0	0	0	0	0	0	0	0	0
5422	542201	0	0	542202	5422	542201	62	1	2	1	0	22008	467.6348	0	0	0	2	0	0	0	-1	3	0	4	0	0	0	0	0	0	456	-1	0	0	0	0	15.71858	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	3378.341	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	34.15917	0	0	8	2	0	0	0	0	0	0	0	0	0	0
5422	542202	0	0	542201	5422	542202	62	0	2	1	0	22008	467.6348	0	0	0	2	0	2	9	1965	3	0	9	0	0	0	0	0	0	0	-1	0	0	0	0	9.769933	0	0	0	0	0	0	0	0	0	0	465.0874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.41667	0	0	0	0	0	0	0	0	34.15917	0	0	8	2	0	0	0	592.4864	0	0	0	0	0	592.4864
5422	542203	542201	542202	0	5422	542203	41	1	1	1	0	22008	467.6348	0	0	0	2	0	1	6	1980	3	0	3	0	50	3	11	12	36	252	3	0	0	0	0	7.13141	1112.5	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	11	0	0	34.15917	0	0	8	2	0	0	0	0	0	0	0	0	0	0
5423	542301	0	0	542302	5423	542301	52	1	2	1	0	22008	305.3003	0	0	0	2	0	3	12	1973	3	0	3	0	15	3	3	12	38	408	7	0	2	0	0	16.70041	2520.833	0	0	881.6567	0	0	0	0	0	0	264.5079	0	0	0	0	0	0	0	0	3891.783	0	0	0	0	0	0	31.25	11	0	1	0	0	0	0	0	2390.707	0	0	9	1	0	0	0	477.592	0	278.8333	221.1667	2001	150000	198.7587
5423	542302	0	0	542301	5423	542302	48	0	2	1	0	22008	305.3003	0	0	0	2	0	3	12	1980	3	0	3	1	50	3	10	12	38	312	4	0	0	0	0	13.36792	2201.25	0	0	0	0	0	0	0	0	0	264.5079	0	0	0	0	0	0	0	0	0	0	270	0	270	0	0	31.25	12	0	0	0	0	0	0	0	2390.707	0	0	9	1	0	0	0	477.592	0	278.8333	221.1667	2001	150000	198.7587
5423	542303	542301	542302	0	5423	542303	20	1	1	1	0	22008	305.3003	0	0	0	2	0	2	9	2002	3	0	3	0	6	3	3	3	38	12	7	0	0	0	0	9.92915	408.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2390.707	0	0	9	1	0	0	0	0	0	0	0	0	0	0
5423	542304	542301	542302	0	5423	542304	16	0	1	1	0	22008	305.3003	0	0	0	2	4	1	6	2003	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	9.214287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2390.707	0	0	9	1	0	0	0	0	0	0	0	0	0	0
5424	542401	0	0	542402	5424	542401	27	1	2	1	0	42008	623.1427	0	0	0	2	0	3	12	1998	3	0	2	0	3	3	3	12	40	60	7	0	1	0	0	14.97222	0	0	0	1590.683	0	0	0	0	0	0	173.351	7.384008	0	0	0	0	0	0	0	2722.899	0	0	0	0	0	0	18.04167	0	0	12	0	0	0	0	0	737.9698	0	0	7	1	2531.66	0	0	241.3584	0	128.7917	115.7083	2004	82000	112.5667
5424	542402	0	0	542401	5424	542402	26	0	2	1	0	42008	623.1427	0	0	0	2	0	5	16	2002	3	0	3	0	8	3	3	9	40	60	7	0	0	0	0	13.11859	1705.417	0	0	0	0	0	0	150	0	0	173.351	7.384008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.04167	9	0	0	0	3	0	0	0	737.9698	0	0	7	1	2531.66	0	0	241.3584	0	128.7917	115.7083	2004	82000	112.5667
5425	542501	0	0	542502	5425	542501	62	0	5	2	0	42008	492.9471	0	0	0	2	0	1	6	1958	3	0	4	0	0	0	0	0	0	396	-1	12	0	0	0	14.33748	0	0	0	0	0	0	0	0	0	1200	0	25.20451	0	0	0	0	0	0	0	1903.401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	391.7638	0	0	7	3	8641.546	0	0	253.5	185.5	0	0	0	0	68
5425	542502	0	0	542501	5425	542502	57	1	4	2	0	42008	492.9471	0	0	0	2	0	0	0	-1	3	0	4	0	0	0	0	0	0	480	7	0	0	12	0	17.14244	0	0	0	0	0	0	0	0	0	0	0	25.20451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391.7638	1129.756	12	7	3	8641.546	85	0	253.5	185.5	0	0	0	0	68
5426	542601	0	0	542602	5426	542601	31	1	2	1	0	42008	389.6821	0	0	0	2	0	2	9	1992	3	0	3	0	50	3	3	12	38	84	9	0	0	0	0	14.19534	2337.5	0	0	0	0	0	0	0	0	0	154.5813	0	0	0	0	0	0	0	0	2139.921	0	236.6667	0	236.6667	0	0	0	12	0	0	0	0	0	0	0	704.2458	0	0	6	4	0	0	0	316.085	171.75	0	0	0	0	144.335
5426	542602	0	0	542601	5426	542602	27	0	2	1	0	42008	389.6821	0	0	0	2	0	3	12	1996	3	0	9	0	0	0	0	0	0	48	7	0	0	12	0	12.40487	0	0	0	0	0	270	0	0	0	0	154.5813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	704.2458	0	0	6	4	0	0	0	316.085	171.75	0	0	0	0	144.335
5426	542603	542601	542602	0	5426	542603	6	0	1	1	-1	42008	389.6821	0	0	0	2	2	0	0	-1	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	704.2458	0	0	6	4	0	0	0	0	0	0	0	0	0	0
5426	542604	542601	542602	0	5426	542604	2	0	1	1	-1	42008	389.6821	0	0	0	2	1	0	0	-1	3	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	704.2458	0	0	6	4	0	0	0	0	0	0	0	0	0	0
5428	542801	0	0	542802	5428	542801	35	1	2	1	0	42008	374.9636	0	0	0	2	0	1	6	1985	3	0	3	0	50	3	3	12	40	204	7	0	0	0	0	16.93168	2934.825	0	0	0	0	0	0	0	0	0	194.0785	2.728632	0	0	0	0	0	0	0	2984.897	0	240	0	240	0	0	15.83333	12	0	0	0	0	0	0	0	1267.861	0	0	5	1	935.5309	0	0	625.8442	0	0	0	0	0	625.8442
5428	542802	0	0	542801	5428	542802	29	0	2	1	0	42008	374.9636	0	0	0	2	0	2	9	1999	3	0	3	0	50	3	3	12	38	108	9	0	0	0	0	6.513011	1072.476	0	0	0	0	0	0	0	0	0	194.0785	2.728632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.83333	12	0	0	0	0	0	0	0	1267.861	0	0	5	1	935.5309	0	0	625.8442	0	0	0	0	0	625.8442
5428	542803	542801	542802	0	5428	542803	8	1	1	1	-1	42008	374.9636	0	0	0	2	2	0	0	-1	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1267.861	0	0	5	1	0	0	0	0	0	0	0	0	0	0
5428	542804	542801	542802	0	5428	542804	5	0	1	1	-1	42008	374.9636	0	0	0	2	1	0	0	-1	3	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1267.861	0	0	5	1	0	0	0	0	0	0	0	0	0	0
5429	542901	0	0	542904	5429	542901	42	0	4	2	0	42008	348.1093	0	0	0	2	0	2	9	1984	3	1	3	0	0	0	0	0	0	204	9	0	0	12	0	14.38583	0	0	0	0	0	889.7787	0	0	0	0	146.0944	23.19049	0	0	0	0	0	0	0	2133.881	0	0	0	0	0	0	31.04167	0	0	0	12	0	0	0	0	301.6458	0	0	5	2	7951.023	0	0	223.5785	0	0	0	0	0	223.5785
5429	542902	0	542901	0	5429	542902	18	0	1	2	0	42008	348.1093	0	0	0	2	0	0	0	-1	3	0	5	0	0	0	0	0	0	0	-1	0	0	0	0	9.538842	0	0	0	0	0	0	0	0	0	0	146.0944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.04167	0	0	0	0	0	0	0	0	301.6458	0	0	5	2	0	0	0	223.5785	0	0	0	0	0	223.5785
5429	542903	542904	542901	0	5429	542903	3	1	1	2	-1	42008	348.1093	0	0	0	2	1	0	0	-1	3	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	301.6458	0	0	5	2	0	0	0	0	0	0	0	0	0	0
5429	542904	0	0	542901	5429	542904	45	1	1	2	0	42008	348.1093	0	0	0	2	0	3	12	1980	3	1	3	0	50	3	3	9	38	372	7	0	0	3	0	8.463161	1045.2	0	0	0	0	187.5	0	0	0	0	0	23.19049	0	0	0	0	0	0	0	0	0	266.6667	0	266.6667	0	0	0	9	0	0	3	0	0	0	0	301.6458	0	0	5	2	7951.023	0	0	0	0	0	0	0	0	0
5430	543001	0	0	543002	5430	543001	49	1	2	1	0	42008	351.9675	0	0	0	2	0	5	16	1982	3	0	3	1	35	3	11	12	45	300	1	0	0	0	0	18.25	3558.75	0	0	0	0	0	0	0	0	0	211.5519	0	0	0	0	0	0	0	0	4771.53	0	100	0	100	0	0	30.875	12	0	0	0	0	0	0	0	2157.737	0	0	6	1	0	0	0	216.4167	0	0	0	0	0	216.4167
5430	543002	0	0	543001	5430	543002	53	0	2	1	0	42008	351.9675	0	0	0	2	0	5	16	1975	3	0	3	0	50	3	11	12	38	396	3	0	0	0	0	18.23381	3002.5	0	0	0	0	0	0	0	0	0	211.5519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.875	12	0	0	0	0	0	0	0	2157.737	0	0	6	1	0	0	0	216.4167	0	0	0	0	0	216.4167
5430	543003	543001	543002	0	5430	543003	23	1	1	1	0	42008	351.9675	0	0	0	2	0	5	16	2007	3	0	3	0	35	3	4	3	38	12	4	0	0	1	0	6.510526	268.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2157.737	0	0	6	1	0	0	0	0	0	0	0	0	0	0
5430	543004	543001	543002	0	5430	543004	20	0	1	1	0	42008	351.9675	0	0	0	2	6	3	12	2005	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	10.89156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157.737	0	0	6	1	0	0	0	0	0	0	0	0	0	0
5431	543101	0	0	543102	5431	543101	67	1	2	1	0	42008	483.5656	0	0	0	2	0	5	16	1965	3	0	4	0	0	0	0	0	0	444	-1	12	0	0	0	20.50373	0	0	0	0	0	0	0	0	3400	0	198.0888	54.69542	0	0	0	0	0	0	0	2856.66	0	0	0	0	0	0	35.41667	0	0	0	0	0	0	12	0	1228.731	0	0	8	2	18752.71	0	0	126.6784	0	0	0	0	0	126.6784
5431	543102	0	0	543101	5431	543102	65	0	2	1	0	42008	483.5656	0	0	0	2	0	2	9	1958	3	0	4	0	0	0	0	0	0	444	-1	12	0	0	0	14.44256	0	0	0	0	0	0	0	0	576	0	198.0888	54.69542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.41667	0	0	0	0	0	0	12	0	1228.731	0	0	8	2	18752.71	0	0	126.6784	0	0	0	0	0	126.6784
5433	543301	0	0	543302	5433	543301	72	1	2	1	0	42008	505.47	0	0	0	2	0	3	12	1953	3	0	4	0	0	0	0	0	0	480	-1	12	0	0	0	15.35102	0	0	0	0	0	0	0	0	1250	0	120.3108	25.9811	0	0	0	0	0	0	0	1244.379	0	0	0	0	0	0	34.29167	0	0	0	0	0	0	12	0	57.58333	0	0	5	2	8907.805	0	0	148.2792	0	0	0	0	0	148.2792
5433	543302	0	0	543301	5433	543302	68	0	2	1	0	42008	505.47	0	0	0	2	0	2	9	1965	3	0	4	0	0	0	0	0	0	60	-1	0	0	0	0	9.397548	0	0	0	0	0	0	0	0	0	0	120.3108	25.9811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.29167	0	0	0	0	0	0	0	0	57.58333	0	0	5	2	8907.805	0	0	148.2792	0	0	0	0	0	148.2792
5434	543401	0	0	543402	5434	543401	59	1	2	1	0	42008	328.8904	0	0	0	2	0	1	6	1960	3	0	4	0	0	0	0	0	0	444	7	0	0	12	0	16.4671	0	0	0	0	54.08333	0	0	0	0	0	168.3311	5.432917	0	0	0	0	0	0	0	2079.468	0	120	0	120	0	0	45	0	0	0	0	0	0	0	0	90.48167	1165	12	6	2	1862.714	0	0	198.4529	0	0	0	0	0	198.4529
5434	543402	0	0	543401	5434	543402	59	0	2	1	0	42008	328.8904	0	0	0	2	0	0	0	-1	3	0	5	0	0	0	0	0	0	288	7	0	0	12	0	13.43106	0	0	0	0	0	820	0	0	0	0	168.3311	5.432917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	12	0	0	0	0	90.48167	0	0	6	2	1862.714	0	0	198.4529	0	0	0	0	0	198.4529
5434	543403	543401	543402	0	5434	543403	19	1	1	1	0	42008	328.8904	0	0	0	2	6	3	12	2005	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	11.78384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.48167	0	0	6	2	0	0	0	0	0	0	0	0	0	0
5435	543501	0	0	0	5435	543501	24	0	1	1	0	22008	815.5206	0	0	0	2	0	5	16	2004	3	0	3	0	35	3	11	12	40	36	2	0	0	0	0	13.56418	2351.125	0	0	0	0	0	0	0	0	0	0	33.33333	0	0	0	0	0	0	0	1830.784	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	553.6742	0	0	5	3	11428.57	0	0	509	250	0	0	0	0	259
5436	543601	0	0	0	5436	543601	53	1	4	1	0	22008	848.2657	0	0	0	2	0	1	6	1968	3	0	5	0	0	0	0	0	0	276	7	0	0	12	0	15.78993	0	0	0	0	0	872	0	0	0	0	0	0	0	0	0	0	0	0	0	872	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	3	0	0	0	211	170	0	0	0	0	41
5437	543701	0	0	543705	5437	543701	41	0	2	1	0	22008	417.5042	0	0	0	2	0	2	9	1982	3	0	3	0	8	3	3	12	32	312	4	0	0	0	0	12.04327	1670	0	0	0	77.91666	0	0	0	0	0	292.9198	61.03395	0	0	0	0	0	0	0	7010.994	0	320	0	320	0	0	71.08334	12	0	0	0	0	0	0	0	1571.657	0	0	5	1	20925.93	0	0	579.6748	0	0	0	0	0	579.6748
5437	543702	0	543701	0	5437	543702	20	0	1	1	0	22008	417.5042	0	0	0	2	0	3	12	2006	3	0	3	0	5	3	3	4	38	12	9	0	0	0	0	11.64474	639.1667	0	0	0	0	0	0	0	0	0	292.9198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.08334	4	0	0	0	0	0	0	0	1571.657	0	0	5	1	0	0	0	579.6748	0	0	0	0	0	579.6748
5437	543703	0	543701	0	5437	543703	17	0	1	1	0	22008	417.5042	0	0	0	2	4	2	9	2007	3	0	6	0	5	3	4	0	96	0	7	0	0	0	0	.1798878	74.83334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1571.657	0	0	5	1	0	0	0	0	0	0	0	0	0	0
5437	543704	0	543701	0	5437	543704	8	1	1	1	-1	22008	417.5042	0	0	0	2	2	0	0	-1	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1571.657	0	0	5	1	0	0	0	0	0	0	0	0	0	0
5437	543705	0	0	543701	5437	543705	57	1	2	1	0	22008	417.5042	0	0	0	2	0	2	9	1966	3	0	2	0	8	3	3	12	60	480	1	0	1	0	0	19.14004	0	0	0	5678.666	0	0	0	0	0	0	0	61.03395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1571.657	0	0	5	1	20925.93	0	0	0	0	0	0	0	0	0
5438	543801	0	0	0	5438	543801	50	0	4	1	0	22008	317.024	0	0	0	2	4	3	12	1975	3	0	5	1	5	3	4	4	17	240	4	0	0	8	0	17.05763	418.8597	30	0	0	0	586.6667	0	0	0	0	193.5719	0	0	0	0	0	0	0	0	1079.333	0	185	0	185	0	0	0	4	4	0	8	0	0	0	0	111.193	0	0	6	4	0	0	0	375	200	0	0	0	0	175
5438	543802	0	543801	0	5438	543802	16	1	1	1	0	22008	317.024	0	0	0	2	3	1	6	2003	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	9.218687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.193	0	0	6	4	0	0	0	0	0	0	0	0	0	0
5439	543901	0	0	543902	5439	543901	60	1	2	1	0	22008	378.6906	0	0	0	2	0	5	16	1970	3	0	4	0	0	0	0	0	0	456	2	0	0	12	0	22.99302	0	0	0	0	0	0	0	0	2166.667	0	167.3084	4.166667	0	0	0	0	0	0	0	3640.75	0	0	0	0	0	0	40.625	0	0	0	0	0	0	12	0	2009.25	900	4	6	2	1428.571	125	0	145.2737	0	0	0	0	0	145.2737
5439	543902	0	0	543901	5439	543902	62	0	2	1	0	22008	378.6906	0	0	0	2	0	5	16	1966	3	0	4	0	0	0	0	0	0	444	-1	12	0	0	0	20.38729	0	0	0	0	0	0	0	0	2700	0	167.3084	4.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.625	0	0	0	0	0	0	12	0	2009.25	0	0	6	2	1428.571	0	0	145.2737	0	0	0	0	0	145.2737
5440	544001	0	0	544003	5440	544001	30	0	4	2	0	22008	389.4012	0	0	0	2	0	3	12	1997	3	0	3	1	50	3	11	7	35	144	3	0	0	0	0	15.00248	1327.302	0	0	0	0	0	0	325	0	0	157.0724	24.25266	0	0	5.833333	0	0	0	0	2667.422	0	0	0	0	0	0	17.79167	7	0	0	0	5	0	0	0	1132.932	0	0	5	1	8315.197	0	0	398.3921	0	314.625	62.875	2005	140000	83.76706
5440	544002	0	544001	0	5440	544002	3	0	1	2	-1	22008	389.4012	0	0	0	2	1	0	0	-1	3	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1132.932	0	0	5	1	0	0	0	0	0	0	0	0	0	0
5440	544003	0	0	544001	5440	544003	26	1	1	2	0	22008	389.4012	0	0	0	2	0	3	12	1998	3	0	3	1	50	3	11	12	35	96	3	0	0	0	0	13.8047	2093.713	0	0	0	0	0	0	0	0	0	157.0724	24.25266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.79167	12	0	0	0	0	0	0	0	1132.932	0	0	5	1	8315.197	0	0	398.3921	0	314.625	62.875	2005	140000	83.76706
5441	544101	0	0	0	5441	544101	77	1	5	1	0	22008	476.499	0	0	0	2	0	3	12	1948	3	0	4	0	0	0	0	0	0	480	-1	12	0	0	0	13.73035	0	0	0	0	0	0	0	0	551	0	268.1968	4.608014	0	0	0	0	0	0	0	554.6813	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	.9266667	0	0	4	6	1579.891	0	0	202	0	0	0	0	0	202
5442	544201	0	0	544204	5442	544201	34	1	1	1	0	22008	372.0968	0	0	0	2	0	3	12	1994	3	0	3	0	50	3	3	12	32	168	7	0	0	0	0	21.2351	2944.6	31.5	0	0	0	0	0	0	0	0	246.0454	1.125	0	0	0	0	0	0	0	4000.472	0	169.6667	66.76083	236.4275	0	0	25.16667	12	12	0	0	0	0	0	0	1493.843	0	0	7	1	385.7143	0	0	274.1559	0	165.75	243.7917	2001	119000	108.4059
5442	544202	544201	544204	0	5442	544202	3	0	1	1	-1	22008	372.0968	0	0	0	2	1	0	0	-1	3	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1493.843	0	0	7	1	0	0	0	0	0	0	0	0	0	0
5442	544203	544201	544204	0	5442	544203	0	1	1	1	-1	22008	372.0968	0	0	0	2	1	0	0	-1	3	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1493.843	0	0	7	1	0	0	0	0	0	0	0	0	0	0
5442	544204	0	0	544201	5442	544204	30	0	1	1	0	22008	372.0968	0	0	0	2	0	5	16	1999	3	0	3	1	35	3	10	12	30	96	2	0	0	0	0	17.77721	2311.038	0	0	0	0	0	0	0	0	0	246.0454	1.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.16667	12	0	0	0	0	0	0	0	1493.843	0	0	7	1	385.7143	0	0	274.1559	0	165.75	243.7917	2001	119000	108.4059
5443	544301	0	0	0	5443	544301	44	0	4	2	0	22008	377.1522	0	0	0	2	0	3	12	1986	3	0	3	1	50	3	11	12	35	264	3	0	0	0	0	12.91747	1959.15	0	0	0	0	0	0	0	0	0	225.3412	0	0	0	15.66667	0	0	0	0	1728.333	0	0	0	0	0	0	124.75	12	0	0	0	0	0	0	0	246.4833	0	0	5	1	0	0	0	871.5851	0	489.5	160.5	2006	120000	382.0851
5443	544302	0	544301	0	5443	544302	23	1	1	2	0	22008	377.1522	0	0	0	2	6	3	12	2003	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	13.09473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.4833	0	0	5	1	0	0	0	0	0	0	0	0	0	0
5443	544303	0	544301	0	5443	544303	19	1	1	2	0	22008	377.1522	0	0	0	2	4	2	9	2006	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	10.91698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.4833	0	0	5	1	0	0	0	0	0	0	0	0	0	0
5444	544401	0	0	0	5444	544401	37	1	1	2	0	22008	985.8932	0	0	0	2	0	2	9	1986	3	0	5	0	0	0	0	0	0	60	-1	0	0	12	1	15.09696	0	0	0	0	0	0	0	0	0	0	89.91695	0	0	0	0	635	0	0	0	635	0	0	0	0	0	0	20.83333	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	122.9	0	0	0	0	0	122.9
5445	544501	0	0	0	5445	544501	37	0	4	1	0	22008	427.2	0	0	0	2	0	5	16	1993	3	0	3	1	50	3	10	12	30	180	2	0	0	0	0	20.7019	2691.247	0	0	0	0	0	0	0	0	0	0	0	0	0	58.33333	0	0	0	0	2205.343	0	210	0	210	0	0	0	12	0	0	0	0	0	0	0	754.2373	0	0	6	3	0	0	0	1014	800	0	0	0	0	214
5445	544502	0	544501	0	5445	544502	9	0	1	1	-1	22008	427.2	0	0	0	2	2	0	0	-1	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	754.2373	0	0	6	3	0	0	0	0	0	0	0	0	0	0
5445	544503	0	544501	0	5445	544503	6	1	1	1	-1	22008	427.2	0	0	0	2	2	0	0	-1	3	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	754.2373	0	0	6	3	0	0	0	0	0	0	0	0	0	0
5447	544701	0	0	544702	5447	544701	51	1	2	1	0	32008	585.7837	0	0	0	2	0	3	12	1974	3	0	3	1	50	3	9	12	38	336	4	0	0	0	0	21.16054	3484.436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3462.167	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1679.424	0	0	3	3	0	0	0	260.9336	0	0	0	0	0	260.9336
5447	544702	0	0	544701	5447	544702	49	0	2	1	0	32008	585.7837	0	0	0	2	0	5	16	1980	3	0	2	0	1	3	4	12	99	336	1	0	2	0	0	22.33725	0	0	0	1657.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1679.424	0	0	3	3	0	0	0	260.9336	0	0	0	0	0	260.9336
5448	544801	0	0	544802	5448	544801	70	1	2	1	0	22008	532.7207	0	0	0	2	0	5	16	1965	3	0	4	0	0	0	0	0	0	480	-1	12	0	0	0	19.79957	0	0	0	0	0	0	0	0	1610.345	0	0	0	0	0	0	0	0	0	0	4629.208	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1707.887	0	0	4	3	0	0	0	375.5	282.5	0	0	0	0	93
5448	544802	0	0	544801	5448	544802	65	0	2	1	0	22008	532.7207	0	0	0	2	0	2	9	1957	3	0	9	0	0	0	0	0	0	0	-1	0	0	0	0	9.332491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1707.887	0	0	4	3	0	0	0	375.5	282.5	0	0	0	0	93
5448	544803	544801	544802	0	5448	544803	39	1	1	1	0	22008	532.7207	0	0	0	2	0	5	16	1993	3	0	3	0	50	3	8	12	40	180	2	0	0	0	0	26.04159	4513.875	312.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	1707.887	0	0	4	3	0	0	0	0	0	0	0	0	0	0
