	BELGIUM	sys_par_name	sys_reserved	sys_first_sys	BE_2005	BE_2006	BE_2007	BE_2008	BE_2009	BE_2010	sys_end_sys
		sys_first_par			BEN: unemployment insurance						
		func_DefConst	3a		on	on	on	on	on	on	
		const1_name	4a		$UI_PostStudyDepFam	$UI_PostStudyDepFam	$UI_PostStudyDepFam	$UI_PostStudyDepFam	$UI_PostStudyDepFam	$UI_PostStudyDepFam	
		const1_amount	5a		32.88#s	33.54#s	34.21#s	35.58#s	37.02#s	38.52#s	
		const2_name	6a		$UI_PostStudySingleY18	$UI_PostStudySingleY18	$UI_PostStudySingleY18	$UI_PostStudySingleY18	$UI_PostStudySingleY18	$UI_PostStudySingleY18	
		const2_amount	7a		9.15#s	9.34#s	9.52#s	10.11#s	10.52#s	10.94#s	
		const3_name	8a		$UI_PostStudySingleY21	$UI_PostStudySingleY21	$UI_PostStudySingleY21	$UI_PostStudySingleY21	$UI_PostStudySingleY21	$UI_PostStudySingleY21	
		const3_amount	9a		14.38#s	14.67#s	14.97#s	15.89#s	16.53#s	17.20#s	
		const4_name	10a		$UI_PostStudySingle21	$UI_PostStudySingle21	$UI_PostStudySingle21	$UI_PostStudySingle21	$UI_PostStudySingle21	$UI_PostStudySingle21	
		const4_amount	11a		23.36#s	24.07#s	24.79#s	26.32#s	27.38#s	28.49#s	
		const5_name	12a		$UI_PostStudyNoPrivCohabY18	$UI_PostStudyNoPrivCohabY18	$UI_PostStudyNoPrivCohabY18	$UI_PostStudyNoPrivCohabY18	$UI_PostStudyNoPrivCohabY18	$UI_PostStudyNoPrivCohabY18	
		const5_amount	13a		8.00#s	8.16#s	8.33#s	8.67#s	9.02#s	9.39#s	
		const6_name	14a		$UI_PostStudyNoPrivCohab18	$UI_PostStudyNoPrivCohab18	$UI_PostStudyNoPrivCohab18	$UI_PostStudyNoPrivCohab18	$UI_PostStudyNoPrivCohab18	$UI_PostStudyNoPrivCohab18	
		const6_amount	15a		12.77#s	13.03#s	13.55#s	13.83#s	14.38#s	14.97#s	
		const7_name	16a		$UI_PostStudyPrivCohabY18	$UI_PostStudyPrivCohabY18	$UI_PostStudyPrivCohabY18	$UI_PostStudyPrivCohabY18	$UI_PostStudyPrivCohabY18	$UI_PostStudyPrivCohabY18	
		const7_amount	17a		8.48#s	8.65#s	8.82#s	9.17#s	9.54#s	9.93#s	
		const8_name	18a		$UI_PostStudyPrivCohab18	$UI_PostStudyPrivCohab18	$UI_PostStudyPrivCohab18	$UI_PostStudyPrivCohab18	$UI_PostStudyPrivCohab18	$UI_PostStudyPrivCohab18	
		const8_amount	19a		13.62#s	13.90#s	14.17#s	14.74#s	15.34#s	15.95#s	
		const9_name	20a		$UI_ReplRateDisabDep	$UI_ReplRateDisabDep	$UI_ReplRateDisabDep	$UI_ReplRateDisabDep	$UI_ReplRateDisabDep	$UI_ReplRateDisabDep	
		const9_amount	21a		0.6	0.6	0.6	0.6	0.6	0.6	
		const10_name	22a		$UI_ReplRateDep6M	$UI_ReplRateDep6M	$UI_ReplRateDep6M	$UI_ReplRateDep6M	$UI_ReplRateDep6M	$UI_ReplRateDep6M	
		const10_amount	23a		0.6	0.6	0.6	0.6	0.6	0.6	
		const11_name	24a		$UI_LowLimDep6M	$UI_LowLimDep6M	$UI_LowLimDep6M	$UI_LowLimDep6M	$UI_LowLimDep6M	$UI_LowLimDep6M	
		const11_amount	25a		33.74#s	34.42#s	35.10#s	36.52#s	38.75#s	39.53#s	
		const12_name	26a		$UI_UpLimDep6M	$UI_UpLimDep6M	$UI_UpLimDep6M	$UI_UpLimDep6M	$UI_UpLimDep6M	$UI_UpLimDep6M	
		const12_amount	27a		39.45#s	40.42#s	41.05#s	42.29#s	50.92#s	51.94#s	
		const13_name	28a		$UI_ReplRateDep7to12M	$UI_ReplRateDep7to12M	$UI_ReplRateDep7to12M	$UI_ReplRateDep7to12M	$UI_ReplRateDep7to12M	$UI_ReplRateDep7to12M	
		const13_amount	29a		0.6	0.6	0.6	0.6	0.6	0.6	
		const14_name	30a		$UI_LowLimDep7to12M	$UI_LowLimDep7to12M	$UI_LowLimDep7to12M	$UI_LowLimDep7to12M	$UI_LowLimDep7to12M	$UI_LowLimDep7to12M	
		const14_amount	31a		33.74#s	34.42#s	35.10#s	36.52#s	38.75#s	39.53#s	
		const15_name	32a		$UI_UpLimDep7to12M	$UI_UpLimDep7to12M	$UI_UpLimDep7to12M	$UI_UpLimDep7to12M	$UI_UpLimDep7to12M	$UI_UpLimDep7to12M	
		const15_amount	33a		39.45#s	40.42#s	41.05#s	42.29#s	47.46#s	48.41#s	
		const16_name	34a		$UI_ReplRateDep12M	$UI_ReplRateDep12M	$UI_ReplRateDep12M	$UI_ReplRateDep12M	$UI_ReplRateDep12M	$UI_ReplRateDep12M	
		const16_amount	35a		0.6	0.6	0.6	0.6	0.6	0.6	
		const17_name	36a		$UI_LowLImDep12M	$UI_LowLImDep12M	$UI_LowLImDep12M	$UI_LowLImDep12M	$UI_LowLImDep12M	$UI_LowLImDep12M	
		const17_amount	37a		33.74#s	34.42#s	35.10#s	36.52#s	38.75#s	39.53#s	
		const18_name	38a		$UI_UpLimDep12M	$UI_UpLimDep12M	$UI_UpLimDep12M	$UI_UpLimDep12M	$UI_UpLimDep12M	$UI_UpLimDep12M	
		const18_amount	39a		39.45#s	40.42#s	41.05#s	42.29#s	44.35#s	45.23#s	
		const19_name	40a		$UI_ReplRateSingleDisab	$UI_ReplRateSingleDisab	$UI_ReplRateSingleDisab	$UI_ReplRateSingleDisab	$UI_ReplRateSingleDisab	$UI_ReplRateSingleDisab	
		const19_amount	41a		0.5	0.5	0.5	0.5	0.5	0.5	
		const20_name	42a		$UI_ReplRateSingle6M	$UI_ReplRateSingle6M	$UI_ReplRateSingle6M	$UI_ReplRateSingle6M	$UI_ReplRateSingle6M	$UI_ReplRateSingle6M	
		const20_amount	43a		0.6	0.6	0.6	0.6	0.6	0.6	
		const21_name	44a		$UI_LowLimSingle6M	$UI_LowLimSingle6M	$UI_LowLimSingle6M	$UI_LowLimSingle6M	$UI_LowLimSingle6M	$UI_LowLimSingle6M	
		const21_amount	45a		28.34#s	28.91#s	29.49#s	30.69#s	32.56#s	33.21#s	
		const22_name	46a		$UI_UpLimSingle6M	$UI_UpLimSingle6M	$UI_UpLimSingle6M	$UI_UpLimSingle6M	$UI_UpLimSingle6M	$UI_UpLimSingle6M	
		const22_amount	47a		39.45#s	40.42#s	41.05#s	42.29#s	50.92#s	51.94#s	
		const23_name	48a		$UI_ReplRateSingle7to12M	$UI_ReplRateSingle7to12M	$UI_ReplRateSingle7to12M	$UI_ReplRateSingle7to12M	$UI_ReplRateSingle7to12M	$UI_ReplRateSingle7to12M	
		const23_amount	49a		0.6	0.6	0.6	0.6	0.6	0.6	
		const24_name	50a		$UI_LowLimSingle7to12M	$UI_LowLimSingle7to12M	$UI_LowLimSingle7to12M	$UI_LowLimSingle7to12M	$UI_LowLimSingle7to12M	$UI_LowLimSingle7to12M	
		const24_amount	51a		28.34#s	28.91#s	29.49#s	30.69#s	32.56#s	33.21#s	
		const25_name	52a		$UI_UpLimSingle7to12M	$UI_UpLimSingle7to12M	$UI_UpLimSingle7to12M	$UI_UpLimSingle7to12M	$UI_UpLimSingle7to12M	$UI_UpLimSingle7to12M	
		const25_amount	53a		39.45#s	40.42#s	41.05#s	42.29#s	47.46#s	48.41#s	
		const26_name	54a		$UI_ReplRateSingle12M	$UI_ReplRateSingle12M	$UI_ReplRateSingle12M	$UI_ReplRateSingle12M	$UI_ReplRateSingle12M	$UI_ReplRateSingle12M	
		const26_amount	55a		0.5	0.5	0.5	0.53	0.538	0.55	
		const27_name	56a		$UI_LowLimSingle12M	$UI_LowLimSingle12M	$UI_LowLimSingle12M	$UI_LowLimSingle12M	$UI_LowLimSingle12M	$UI_LowLimSingle12M	
		const27_amount	57a		28.34#s	28.91#s	29.49#s	30.69#s	32.56#s	33.21#s	
		const28_name	58a		$UI_UpLimSingle12M	$UI_UpLimSingle12M	$UI_UpLimSingle12M	$UI_UpLimSingle12M	$UI_UpLimSingle12M	$UI_UpLimSingle12M	
		const28_amount	59a		32.88#s	33.54#s	34.21#s	37.35#s	39.76#s	40.56#s	
		const29_name	60a		$UI_ReplRateCohabDisab	$UI_ReplRateCohabDisab	$UI_ReplRateCohabDisab	$UI_ReplRateCohabDisab	$UI_ReplRateCohabDisab	$UI_ReplRateCohabDisab	
		const29_amount	61a		0.5	0.5	0.5	0.5	0.5	0.5	
		const30_name	62a		$UI_ReplRateCohab6M	$UI_ReplRateCohab6M	$UI_ReplRateCohab6M	$UI_ReplRateCohab6M	$UI_ReplRateCohab6M	$UI_ReplRateCohab6M	
		const30_amount	63a		0.55	0.55	0.55	0.58	0.6	0.6	
		const31_name	64a		$UI_LowLimCohab6M	$UI_LowLimCohab6M	$UI_LowLimCohab6M	$UI_LowLimCohab6M	$UI_LowLimCohab6M	$UI_LowLimCohab6M	
		const31_amount	65a		21.25#s	21.68#s	22.11#s	23.00#s	24.40#s	24.89#s	
		const32_name	66a		$UI_UpLimCohab6M	$UI_UpLimCohab6M	$UI_UpLimCohab6M	$UI_UpLimCohab6M	$UI_UpLimCohab6M	$UI_UpLimCohab6M	
		const32_amount	67a		36.17#s	36.89#s	37.63#s	40.88#s	50.92#s	51.94#s	
		const33_name	68a		$UI_ReplRateCohab7to12M	$UI_ReplRateCohab7to12M	$UI_ReplRateCohab7to12M	$UI_ReplRateCohab7to12M	$UI_ReplRateCohab7to12M	$UI_ReplRateCohab7to12M	
		const33_amount	69a		0.55	0.55	0.55	0.58	0.6	0.6	
		const34_name	70a		$UI_LowLimCohab7to12M	$UI_LowLimCohab7to12M	$UI_LowLimCohab7to12M	$UI_LowLimCohab7to12M	$UI_LowLimCohab7to12M	$UI_LowLimCohab7to12M	
		const34_amount	71a		21.25#s	21.68#s	22.11#s	23.00#s	24.40#s	24.89#s	
		const35_name	72a		$UI_UpLimCohab7to12M	$UI_UpLimCohab7to12M	$UI_UpLimCohab7to12M	$UI_UpLimCohab7to12M	$UI_UpLimCohab7to12M	$UI_UpLimCohab7to12M	
		const35_amount	73a		36.17#s	36.89#s	37.63#s	40.88#s	47.46#s	48.41#s	
		const36_name	74a		$UI_ReplRateCohab13to15M	$UI_ReplRateCohab13to15M	$UI_ReplRateCohab13to15M	$UI_ReplRateCohab13to15M	$UI_ReplRateCohab13to15M	$UI_ReplRateCohab13to15M	
		const36_amount	75a		0.4	0.4	0.4	0.4	0.4	0.4	
		const37_name	76a		$UI_LowLimCohab13to15M	$UI_LowLimCohab13to15M	$UI_LowLimCohab13to15M	$UI_LowLimCohab13to15M	$UI_LowLimCohab13to15M	$UI_LowLimCohab13to15M	
		const37_amount	77a		21.25#s	21.68#s	22.11#s	23.00#s	24.40#s	24.89#s	
		const38_name	78a		$UI_UpLimCohab13to15M	$UI_UpLimCohab13to15M	$UI_UpLimCohab13to15M	$UI_UpLimCohab13to15M	$UI_UpLimCohab13to15M	$UI_UpLimCohab13to15M	
		const38_amount	79a		26.30#s	26.83#s	27.37#s	28.19#s	29.56#s	30.16#s	
		const39_name	80a		$UI_ReplRateCohab16MHist	$UI_ReplRateCohab16MHist	$UI_ReplRateCohab16MHist	$UI_ReplRateCohab16MHist	$UI_ReplRateCohab16MHist	$UI_ReplRateCohab16MHist	
		const39_amount	81a		0.4	0.4	0.4	0.4	0.4	0.4	
		const40_name	82a		$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	
		const40_amount	83a		14.97#s	15.27#s	15.58#s	16.20#s	17.20#s	17.54#s	
		const41_name	84a		$UI_SuppPrivCohab16M	$UI_SuppPrivCohab16M	$UI_SuppPrivCohab16M	$UI_SuppPrivCohab16M	$UI_SuppPrivCohab16M	$UI_SuppPrivCohab16M	
		const41_amount	85a		4.67#s	4.76#s	4.45#s	5.06#s	5.38#s	5.48#s	
		const42_name	86a		$UI_SenSuppDep	$UI_SenSuppDep	$UI_SenSuppDep	$UI_SenSuppDep	$UI_SenSuppDep	$UI_SenSuppDep	
		const42_amount	87a		3.91#s	3.99#s	3.99#s	4.15#s	4.32#s	4.40#s	
		const43_name	88a		$UI_LowLimOldDep	$UI_LowLimOldDep	$UI_LowLimOldDep	$UI_LowLimOldDep	$UI_LowLimOldDep	$UI_LowLimOldDep	
		const43_amount	89a		36.12#s	36.48#s	37.57#s	39.04#s	40.62#s	41.43#s	
		const44_name	90a		$UI_UpLimOldDep	$UI_UpLimOldDep	$UI_UpLimOldDep	$UI_UpLimOldDep	$UI_UpLimOldDep	$UI_UpLimOldDep	
		const44_amount	91a		43.36#s	44.23#s	45.12#s	46.44#s	48.67#s	49.63#s	
		const45_name	92a		$UI_SuppRateSingleY55	$UI_SuppRateSingleY55	$UI_SuppRateSingleY55	$UI_SuppRateSingleY55	$UI_SuppRateSingleY55	$UI_SuppRateSingleY55	
		const45_amount	93a		0.045	0.045	0.045	0.015	0.02	0.02	
		const46_name	94a		$UI_LowLimSingleY55	$UI_LowLimSingleY55	$UI_LowLimSingleY55	$UI_LowLimSingleY55	$UI_LowLimSingleY55	$UI_LowLimSingleY55	
		const46_amount	95a		30.21#s	30.81#s	31.43#s	32.67#s	33.99#s	"34,67#s"	
		const47_name	96a		$UI_UpLimSingleY55	$UI_UpLimSingleY55	$UI_UpLimSingleY55	$UI_UpLimSingleY55	$UI_UpLimSingleY55	$UI_UpLimSingleY55	
		const47_amount	97a		35.84#s	36.55#s	37.28#s	38.41#s	41.24#s	"42,07#s"	
		const48_name	98a		$UI_SuppRateSingle55	$UI_SuppRateSingle55	$UI_SuppRateSingle55	$UI_SuppRateSingle55	$UI_SuppRateSingle55	$UI_SuppRateSingle55	
		const48_amount	99a		0.1	0.1	0.1	0.07	0.062	0.062	
		const49_name	100a		$UI_LowLimSingle55	$UI_LowLimSingle55	$UI_LowLimSingle55	$UI_LowLimSingle55	$UI_LowLimSingle55	$UI_LowLimSingle55	
		const49_amount	101a		33.26#s	33.92#s	34.60#s	35.90#s	37.35#s	38.10#s	
		const50_name	102a		$UI_UpLimSingle55	$UI_UpLimSingle55	$UI_UpLimSingle55	$UI_UpLimSingle55	$UI_UpLimSingle55	$UI_UpLimSingle55	
		const50_amount	103a		39.45#s	40.24#s	41.05#s	42.29#s	44.35#s	45.23#s	
		const51_name	104a		$UI_SuppRateCohabY55	$UI_SuppRateCohabY55	$UI_SuppRateCohabY55	$UI_SuppRateCohabY55	$UI_SuppRateCohabY55	$UI_SuppRateCohabY55	
		const51_amount	105a		0.05	0.05	0.05	0.05	0.05	0.05	
		const52_name	106a		$UI_LowLimCohabY55	$UI_LowLimCohabY55	$UI_LowLimCohabY55	$UI_LowLimCohabY55	$UI_LowLimCohabY55	$UI_LowLimCohabY55	
		const52_amount	107a		24.59#s	25.08#s	25.58#s	26.54#s	27.61#s	28.16#s	
		const53_name	108a		$UI_UpLimCohabY55	$UI_UpLimCohabY55	$UI_UpLimCohabY55	$UI_UpLimCohabY55	$UI_UpLimCohabY55	$UI_UpLimCohabY55	
		const53_amount	109a		29.59#s	30.18#s	30.79#s	31.72#s	33.26#s	33.93#s	
		const54_name	110a		$UI_SuppRateCohab55to57	$UI_SuppRateCohab55to57	$UI_SuppRateCohab55to57	$UI_SuppRateCohab55to57	$UI_SuppRateCohab55to57	$UI_SuppRateCohab55to57	
		const54_amount	111a		0.1	0.1	0.1	0.1	0.1	0.1	
		const55_name	112a		$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	
		const55_amount	113a		27.45#s	28.00#s	28.56#s	29.57#s	30.77#s	31.38#s	
		const56_name	114a		$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	
		const56_amount	115a		32.88#s	33.54#s	34.21#s	35.24#s	36.96#s	37.70#s	
		const57_name	116a		$UI_SuppRateCohab58	$UI_SuppRateCohab58	$UI_SuppRateCohab58	$UI_SuppRateCohab58	$UI_SuppRateCohab58	$UI_SuppRateCohab58	
		const57_amount	117a		0.15	0.15	0.15	0.15	0.15	0.15	
		const58_name	118a		$UI_LowLimCohab58	$UI_LowLimCohab58	$UI_LowLimCohab58	$UI_LowLimCohab58	$UI_LowLimCohab58	$UI_LowLimCohab58	
		const58_amount	119a		30.21#s	30.81#s	31.43#s	32.50#s	33.82#s	34.49#s	
		const59_name	120a		$UI_UpLimCohab58	$UI_UpLimCohab58	$UI_UpLimCohab58	$UI_UpLimCohab58	$UI_UpLimCohab58	$UI_UpLimCohab58	
		const59_amount	121a		36.17#s	36.89#s	37.63#s	38.76#s	40.65#s	41.47#s	
		const60_name	122a		$UI_ReplRateEarRet	$UI_ReplRateEarRet	$UI_ReplRateEarRet	$UI_ReplRateEarRet	$UI_ReplRateEarRet	$UI_ReplRateEarRet	
		const60_amount	123a		0.6	0.6	0.6	0.6	0.6	0.6	
		const61_name	124a		$UI_LowLimEarRet	$UI_LowLimEarRet	$UI_LowLimEarRet	$UI_LowLimEarRet	$UI_LowLimEarRet	$UI_LowLimEarRet	
		const61_amount	125a		33.74#s	34.42#s	35.10#s	36.52#s	38.75#s	39.53#s	
		const62_name	126a		$UI_UpLimEarRet	$UI_UpLimEarRet	$UI_UpLimEarRet	$UI_UpLimEarRet	$UI_UpLimEarRet	$UI_UpLimEarRet	
		const62_amount	127a		39.45#s	40.42#s	41.05#s	42.29#s	50.92#s	51.94#s	
		func_SchedCalc	3		on	on	on	on	on	on	
